Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
3124,4.6,2.9,1.5,0.2,Iris-setosa
3125,5.3,3.7,1.4,0.1,Iris-setosa
3126,5.2,3.0,1.3,0.1,Iris-setosa
3127,5.0,3.9,1.5,0.2,Iris-setosa
3128,4.5,3.6,1.3,0.3,Iris-setosa
3129,4.9,3.7,1.4,0.2,Iris-setosa
3130,5.2,4.2,1.6,0.2,Iris-setosa
3131,5.0,3.2,1.3,0.2,Iris-setosa
3132,4.7,3.7,1.3,0.4,Iris-setosa
3133,5.3,3.4,1.5,0.2,Iris-setosa
3134,5.1,3.8,1.3,0.1,Iris-setosa
3135,5.3,3.5,1.3,0.2,Iris-setosa
3136,4.7,3.1,1.4,0.2,Iris-setosa
3137,4.8,3.1,1.4,0.3,Iris-setosa
3138,4.9,3.9,1.6,0.1,Iris-setosa
3139,5.2,3.6,1.4,0.1,Iris-setosa
3140,5.0,3.4,1.3,0.1,Iris-setosa
3141,5.0,3.3,1.4,0.2,Iris-setosa
3142,4.6,3.3,1.6,0.2,Iris-setosa
3143,4.4,3.2,1.3,0.3,Iris-setosa
3144,5.1,2.8,1.6,0.1,Iris-setosa
3145,5.6,3.4,1.2,0.1,Iris-setosa
3146,5.1,3.3,1.4,0.4,Iris-setosa
3147,4.8,3.4,1.7,0.3,Iris-setosa
3148,4.4,3.6,1.3,0.4,Iris-setosa
3149,4.7,4.5,1.7,0.2,Iris-setosa
3150,5.0,3.7,1.6,0.3,Iris-setosa
3151,5.4,3.4,1.4,0.2,Iris-setosa
3152,5.3,3.6,1.5,0.3,Iris-setosa
3153,4.3,3.5,1.5,0.4,Iris-setosa
3154,4.5,4.0,1.5,0.3,Iris-setosa
3155,5.6,3.6,1.5,0.3,Iris-setosa
3156,4.8,3.4,1.3,0.2,Iris-setosa
3157,4.2,3.6,1.4,0.2,Iris-setosa
3158,5.1,2.9,1.8,0.2,Iris-setosa
3159,5.0,3.1,1.5,0.4,Iris-setosa
3160,5.4,3.7,1.6,0.2,Iris-setosa
3161,4.5,3.3,1.4,0.4,Iris-setosa
3162,5.1,4.0,1.7,0.2,Iris-setosa
3163,4.4,3.9,1.7,0.1,Iris-setosa
3164,5.5,3.6,1.5,0.4,Iris-setosa
3165,5.5,3.7,1.5,0.3,Iris-setosa
3166,4.9,3.4,1.3,0.2,Iris-setosa
3167,4.9,3.2,1.5,0.2,Iris-setosa
3168,5.2,2.8,1.4,0.3,Iris-setosa
3169,4.9,3.4,1.2,0.3,Iris-setosa
3170,5.2,3.6,1.6,0.3,Iris-setosa
3171,5.2,3.5,1.6,0.1,Iris-setosa
3172,4.7,4.0,1.0,0.2,Iris-setosa
3173,5.4,3.4,1.4,0.3,Iris-setosa
3174,4.9,3.4,1.3,0.4,Iris-setosa
3175,5.5,3.4,1.2,0.2,Iris-setosa
3176,4.9,3.6,1.3,0.2,Iris-setosa
3177,5.2,3.8,1.4,0.1,Iris-setosa
3178,6.2,3.7,1.4,0.3,Iris-setosa
3179,5.0,3.7,1.5,0.3,Iris-setosa
3180,5.0,2.9,1.8,0.1,Iris-setosa
3181,4.5,3.3,1.3,0.2,Iris-setosa
3182,5.2,3.8,1.6,0.2,Iris-setosa
3183,5.0,3.6,1.2,0.3,Iris-setosa
3184,4.5,4.2,1.4,0.2,Iris-setosa
3185,4.7,3.2,1.9,0.3,Iris-setosa
3186,4.5,4.0,1.7,0.2,Iris-setosa
3187,5.1,3.4,1.8,0.2,Iris-setosa
3188,5.1,3.3,1.2,0.5,Iris-setosa
3189,4.6,3.5,1.2,0.2,Iris-setosa
3190,5.2,3.1,1.6,0.2,Iris-setosa
3191,5.4,3.9,1.4,0.3,Iris-setosa
3192,5.1,3.7,1.5,0.3,Iris-setosa
3193,4.9,3.5,1.7,0.3,Iris-setosa
3194,5.3,3.7,1.4,0.3,Iris-setosa
3195,4.6,3.9,1.0,0.2,Iris-setosa
3196,5.4,2.9,1.5,0.2,Iris-setosa
3197,4.9,3.8,1.5,0.0,Iris-setosa
3198,4.7,3.8,1.5,0.4,Iris-setosa
3199,5.6,3.3,1.9,0.2,Iris-setosa
3200,4.7,3.2,1.1,0.4,Iris-setosa
3201,5.6,3.0,1.4,0.3,Iris-setosa
3202,4.7,2.7,1.4,0.2,Iris-setosa
3203,4.9,3.5,1.7,0.2,Iris-setosa
3204,5.1,3.7,1.6,0.2,Iris-setosa
3205,5.0,3.6,1.3,0.4,Iris-setosa
3206,5.5,3.1,1.5,0.3,Iris-setosa
3207,4.8,3.6,1.5,0.1,Iris-setosa
3208,5.2,3.0,1.6,0.2,Iris-setosa
3209,4.9,3.9,1.6,0.1,Iris-setosa
3210,4.6,3.2,1.5,0.3,Iris-setosa
3211,4.7,3.0,1.5,0.2,Iris-setosa
3212,5.8,3.4,1.8,0.1,Iris-setosa
3213,4.5,3.0,1.7,0.4,Iris-setosa
3214,4.7,3.2,1.3,0.0,Iris-setosa
3215,5.3,3.5,1.5,0.1,Iris-setosa
3216,5.6,3.2,1.6,0.1,Iris-setosa
3217,4.9,3.5,1.5,0.3,Iris-setosa
3218,5.2,3.0,1.5,0.3,Iris-setosa
3219,5.1,3.4,1.2,0.1,Iris-setosa
3220,4.2,3.7,1.6,0.3,Iris-setosa
3221,5.1,2.6,1.3,0.3,Iris-setosa
3222,5.1,3.3,1.5,0.2,Iris-setosa
3223,5.0,3.2,1.6,0.2,Iris-setosa
3224,4.5,3.1,1.4,0.4,Iris-setosa
3225,5.0,3.3,1.2,0.3,Iris-setosa
3226,4.8,3.4,1.7,0.3,Iris-setosa
3227,4.4,2.7,1.5,0.1,Iris-setosa
3228,5.2,3.4,1.5,0.2,Iris-setosa
3229,5.6,4.5,1.4,0.3,Iris-setosa
3230,5.0,3.3,1.3,0.1,Iris-setosa
3231,4.6,3.6,1.4,-0.0,Iris-setosa
3232,5.2,3.4,1.7,0.3,Iris-setosa
3233,4.5,2.6,1.3,0.2,Iris-setosa
3234,5.3,3.4,1.7,0.1,Iris-setosa
3235,5.3,3.7,1.1,0.4,Iris-setosa
3236,5.0,3.6,1.3,0.4,Iris-setosa
3237,4.6,3.7,1.6,0.1,Iris-setosa
3238,5.7,3.5,1.6,0.1,Iris-setosa
3239,5.8,3.0,1.6,0.1,Iris-setosa
3240,4.8,3.7,1.6,0.1,Iris-setosa
3241,5.4,3.8,1.3,0.4,Iris-setosa
3242,4.5,3.2,1.5,0.2,Iris-setosa
3243,5.1,3.5,1.4,0.3,Iris-setosa
3244,4.9,3.5,1.7,0.3,Iris-setosa
3245,5.3,3.0,1.6,0.1,Iris-setosa
3246,4.6,3.4,1.3,0.3,Iris-setosa
3247,5.3,2.7,1.3,0.1,Iris-setosa
3248,4.8,3.6,1.4,0.2,Iris-setosa
3249,5.5,2.5,1.7,0.2,Iris-setosa
3250,5.0,3.2,1.7,0.1,Iris-setosa
3251,5.0,3.6,1.2,0.1,Iris-setosa
3252,5.0,3.1,1.3,0.2,Iris-setosa
3253,5.2,3.3,1.7,0.1,Iris-setosa
3254,4.6,4.2,1.3,0.1,Iris-setosa
3255,4.4,3.8,1.4,0.2,Iris-setosa
3256,4.9,3.8,1.4,0.5,Iris-setosa
3257,5.1,3.8,1.6,0.2,Iris-setosa
3258,4.8,3.5,1.6,0.2,Iris-setosa
3259,5.1,3.9,1.8,0.3,Iris-setosa
3260,5.7,3.2,1.6,0.4,Iris-setosa
3261,4.7,3.2,1.8,0.1,Iris-setosa
3262,4.5,4.0,1.7,0.3,Iris-setosa
3263,5.0,3.3,1.5,0.4,Iris-setosa
3264,5.1,4.2,1.3,0.2,Iris-setosa
3265,4.9,3.0,1.4,0.3,Iris-setosa
3266,5.2,4.2,1.5,0.4,Iris-setosa
3267,5.0,4.1,1.9,0.3,Iris-setosa
3268,4.7,3.2,1.5,0.3,Iris-setosa
3269,5.3,3.6,1.5,0.2,Iris-setosa
3270,5.1,4.1,1.6,0.3,Iris-setosa
3271,5.4,3.3,1.4,0.2,Iris-setosa
3272,5.0,3.3,1.7,0.2,Iris-setosa
3273,4.7,4.2,1.4,0.3,Iris-setosa
3274,5.2,3.0,1.7,0.3,Iris-setosa
3275,5.6,3.2,1.5,0.2,Iris-setosa
3276,5.1,2.9,1.5,0.1,Iris-setosa
3277,5.1,2.6,1.1,0.3,Iris-setosa
3278,4.8,3.0,1.7,0.3,Iris-setosa
3279,5.3,3.4,1.9,0.2,Iris-setosa
3280,5.6,3.4,1.2,0.3,Iris-setosa
3281,5.1,3.0,1.3,0.2,Iris-setosa
3282,5.1,2.5,1.6,0.2,Iris-setosa
3283,4.5,3.8,1.5,0.4,Iris-setosa
3284,5.2,3.4,1.4,0.3,Iris-setosa
3285,4.9,3.1,1.6,0.2,Iris-setosa
3286,5.0,3.8,1.4,0.2,Iris-setosa
3287,4.8,3.6,1.5,0.3,Iris-setosa
3288,4.8,3.2,1.6,0.3,Iris-setosa
3289,4.7,3.9,1.2,0.3,Iris-setosa
3290,4.6,4.1,1.2,0.4,Iris-setosa
3291,5.0,3.3,1.5,0.3,Iris-setosa
3292,4.7,3.1,1.6,0.1,Iris-setosa
3293,4.8,4.6,1.3,0.4,Iris-setosa
3294,4.8,3.6,1.6,0.4,Iris-setosa
3295,4.9,4.2,1.4,0.3,Iris-setosa
3296,5.1,3.0,1.4,0.3,Iris-setosa
3297,4.9,4.3,1.3,0.4,Iris-setosa
3298,5.3,3.4,1.3,0.2,Iris-setosa
3299,4.8,2.7,1.3,0.1,Iris-setosa
3300,5.5,3.7,1.6,0.3,Iris-setosa
3301,5.1,4.0,1.4,0.3,Iris-setosa
3302,5.3,2.9,2.0,0.2,Iris-setosa
3303,5.1,3.9,1.6,0.2,Iris-setosa
3304,5.1,2.8,1.4,0.3,Iris-setosa
3305,5.2,3.9,1.4,0.1,Iris-setosa
3306,5.4,4.0,1.6,0.2,Iris-setosa
3307,5.4,4.7,1.5,0.1,Iris-setosa
3308,4.8,3.7,1.2,0.3,Iris-setosa
3309,5.1,4.0,1.7,0.3,Iris-setosa
3310,4.2,3.8,1.6,0.3,Iris-setosa
3311,4.4,3.1,1.3,0.0,Iris-setosa
3312,5.0,3.1,1.9,0.2,Iris-setosa
3313,5.5,2.8,1.4,0.3,Iris-setosa
3314,4.7,3.3,1.4,0.2,Iris-setosa
3315,5.7,3.6,1.5,0.3,Iris-setosa
3316,5.2,3.4,1.4,0.3,Iris-setosa
3317,5.4,3.8,1.4,0.3,Iris-setosa
3318,4.9,3.4,1.4,0.2,Iris-setosa
3319,5.5,3.5,1.5,0.1,Iris-setosa
3320,4.9,3.3,1.3,0.2,Iris-setosa
3321,4.9,3.4,1.5,0.1,Iris-setosa
3322,4.9,3.4,1.7,0.3,Iris-setosa
3323,4.8,3.6,1.8,0.3,Iris-setosa
3324,5.2,3.7,1.7,0.4,Iris-setosa
3325,5.2,3.8,1.3,0.1,Iris-setosa
3326,5.1,3.4,1.4,0.3,Iris-setosa
3327,4.3,3.2,1.4,0.1,Iris-setosa
3328,5.5,2.9,1.4,0.3,Iris-setosa
3329,5.2,3.0,1.6,0.3,Iris-setosa
3330,5.8,3.6,1.4,0.2,Iris-setosa
3331,4.7,3.1,1.7,0.2,Iris-setosa
3332,5.2,4.0,1.1,0.4,Iris-setosa
3333,5.0,3.6,1.3,0.2,Iris-setosa
3334,6.2,3.5,4.7,1.6,Iris-versicolor
3335,5.8,2.6,3.9,1.2,Iris-versicolor
3336,4.9,2.5,4.0,1.3,Iris-versicolor
3337,6.0,2.9,4.3,1.2,Iris-versicolor
3338,4.9,2.6,3.8,1.4,Iris-versicolor
3339,6.4,3.1,4.6,1.3,Iris-versicolor
3340,5.7,2.5,3.6,1.5,Iris-versicolor
3341,5.8,2.4,3.9,1.2,Iris-versicolor
3342,6.0,3.1,4.1,0.9,Iris-versicolor
3343,5.8,2.7,4.2,1.2,Iris-versicolor
3344,6.0,2.8,4.2,1.4,Iris-versicolor
3345,5.7,2.6,4.9,1.4,Iris-versicolor
3346,6.4,3.2,4.5,1.5,Iris-versicolor
3347,5.1,2.8,4.2,1.7,Iris-versicolor
3348,6.4,2.6,4.4,1.4,Iris-versicolor
3349,6.2,2.5,4.4,1.3,Iris-versicolor
3350,6.1,2.5,4.0,1.6,Iris-versicolor
3351,5.4,2.5,4.2,1.2,Iris-versicolor
3352,5.5,2.8,3.6,1.1,Iris-versicolor
3353,7.0,2.9,3.9,1.4,Iris-versicolor
3354,6.2,3.1,4.2,1.5,Iris-versicolor
3355,4.9,2.4,4.3,1.4,Iris-versicolor
3356,5.5,2.9,4.0,1.3,Iris-versicolor
3357,6.5,3.1,3.8,1.1,Iris-versicolor
3358,5.7,2.8,4.0,1.5,Iris-versicolor
3359,6.1,2.9,3.7,1.6,Iris-versicolor
3360,4.5,3.0,4.7,1.2,Iris-versicolor
3361,6.6,2.8,4.3,1.4,Iris-versicolor
3362,7.6,3.2,4.6,1.1,Iris-versicolor
3363,6.0,2.5,4.6,1.4,Iris-versicolor
3364,5.4,2.8,3.9,1.4,Iris-versicolor
3365,5.5,2.8,4.6,1.3,Iris-versicolor
3366,5.7,2.8,4.6,1.1,Iris-versicolor
3367,6.1,3.2,4.5,1.3,Iris-versicolor
3368,6.3,2.9,4.6,0.9,Iris-versicolor
3369,5.1,3.1,3.6,1.4,Iris-versicolor
3370,5.8,2.5,4.4,1.4,Iris-versicolor
3371,7.0,2.6,4.9,1.4,Iris-versicolor
3372,5.6,3.0,4.5,1.3,Iris-versicolor
3373,6.1,2.6,3.9,1.5,Iris-versicolor
3374,5.8,2.7,4.4,1.4,Iris-versicolor
3375,5.2,3.2,4.3,1.3,Iris-versicolor
3376,6.2,2.8,4.6,1.4,Iris-versicolor
3377,6.3,3.2,4.7,1.3,Iris-versicolor
3378,5.4,3.3,4.1,1.2,Iris-versicolor
3379,5.0,2.9,4.3,1.0,Iris-versicolor
3380,6.2,2.6,5.5,1.2,Iris-versicolor
3381,5.7,2.5,4.9,1.3,Iris-versicolor
3382,5.6,3.0,3.6,1.4,Iris-versicolor
3383,6.9,2.9,4.6,1.5,Iris-versicolor
3384,6.8,3.1,4.5,1.5,Iris-versicolor
3385,5.5,3.0,3.8,1.3,Iris-versicolor
3386,4.3,2.9,4.0,1.5,Iris-versicolor
3387,6.1,3.1,3.8,1.5,Iris-versicolor
3388,7.0,3.0,4.6,1.4,Iris-versicolor
3389,5.7,3.0,3.6,1.2,Iris-versicolor
3390,5.0,2.5,4.6,1.4,Iris-versicolor
3391,6.0,2.8,3.4,1.3,Iris-versicolor
3392,5.6,2.6,4.5,1.2,Iris-versicolor
3393,5.6,2.1,4.1,1.1,Iris-versicolor
3394,6.0,2.5,4.3,1.3,Iris-versicolor
3395,6.8,2.9,3.4,1.1,Iris-versicolor
3396,6.0,2.5,2.9,1.6,Iris-versicolor
3397,6.3,2.9,4.0,1.4,Iris-versicolor
3398,5.6,2.8,3.8,1.6,Iris-versicolor
3399,5.1,3.2,4.3,1.2,Iris-versicolor
3400,6.0,3.0,4.9,1.4,Iris-versicolor
3401,5.5,2.8,5.1,1.6,Iris-versicolor
3402,6.4,3.0,4.6,1.6,Iris-versicolor
3403,5.7,2.3,4.3,1.2,Iris-versicolor
3404,5.4,2.5,5.4,1.4,Iris-versicolor
3405,6.1,2.4,3.4,1.2,Iris-versicolor
3406,6.7,2.9,4.5,1.5,Iris-versicolor
3407,5.6,3.2,4.0,1.6,Iris-versicolor
3408,6.2,2.2,3.9,1.0,Iris-versicolor
3409,6.5,2.8,3.2,1.4,Iris-versicolor
3410,5.7,2.3,5.0,1.3,Iris-versicolor
3411,5.8,2.6,3.5,1.1,Iris-versicolor
3412,6.6,2.6,4.3,0.9,Iris-versicolor
3413,5.3,3.0,4.4,1.7,Iris-versicolor
3414,6.6,2.7,4.5,1.3,Iris-versicolor
3415,7.0,3.1,4.3,1.4,Iris-versicolor
3416,6.7,3.0,5.0,0.9,Iris-versicolor
3417,6.2,2.6,5.1,1.6,Iris-versicolor
3418,6.0,3.3,5.1,1.3,Iris-versicolor
3419,7.2,2.8,4.2,1.5,Iris-versicolor
3420,5.8,2.8,4.9,1.3,Iris-versicolor
3421,5.1,2.9,3.9,1.5,Iris-versicolor
3422,6.3,3.2,4.7,1.5,Iris-versicolor
3423,5.6,3.0,5.2,1.2,Iris-versicolor
3424,6.9,2.6,3.9,1.4,Iris-versicolor
3425,6.3,3.1,3.8,1.4,Iris-versicolor
3426,5.6,2.3,3.8,1.2,Iris-versicolor
3427,6.2,3.1,3.6,1.4,Iris-versicolor
3428,5.3,3.0,4.0,1.1,Iris-versicolor
3429,6.3,2.6,4.1,0.9,Iris-versicolor
3430,6.4,3.0,4.3,1.0,Iris-versicolor
3431,6.6,2.6,4.0,1.8,Iris-versicolor
3432,5.6,3.0,4.5,1.4,Iris-versicolor
3433,6.1,2.9,4.4,1.3,Iris-versicolor
3434,6.7,2.4,4.7,1.5,Iris-versicolor
3435,6.3,3.1,4.2,1.0,Iris-versicolor
3436,5.9,2.5,3.9,1.1,Iris-versicolor
3437,5.7,2.6,3.1,1.5,Iris-versicolor
3438,7.1,3.0,4.2,1.3,Iris-versicolor
3439,5.7,2.8,4.2,1.2,Iris-versicolor
3440,6.8,2.3,4.6,1.3,Iris-versicolor
3441,6.9,2.9,4.1,1.3,Iris-versicolor
3442,6.0,2.4,3.9,1.0,Iris-versicolor
3443,5.5,2.8,4.4,0.9,Iris-versicolor
3444,5.9,2.9,4.2,1.2,Iris-versicolor
3445,5.7,2.6,4.0,1.4,Iris-versicolor
3446,7.1,2.5,4.1,1.3,Iris-versicolor
3447,5.6,3.1,3.1,1.2,Iris-versicolor
3448,6.4,2.7,3.9,1.4,Iris-versicolor
3449,6.4,2.8,3.9,1.4,Iris-versicolor
3450,5.7,3.0,5.0,0.8,Iris-versicolor
3451,6.0,2.2,5.4,1.2,Iris-versicolor
3452,6.3,2.8,3.9,1.1,Iris-versicolor
3453,6.8,3.1,5.2,1.3,Iris-versicolor
3454,6.1,2.7,4.1,1.1,Iris-versicolor
3455,6.0,2.5,4.5,1.4,Iris-versicolor
3456,6.1,3.3,4.2,1.5,Iris-versicolor
3457,7.0,3.2,4.8,1.3,Iris-versicolor
3458,6.1,2.4,4.5,1.4,Iris-versicolor
3459,5.9,3.1,3.7,1.6,Iris-versicolor
3460,6.4,2.7,4.2,1.4,Iris-versicolor
3461,6.7,2.8,4.3,1.3,Iris-versicolor
3462,6.9,2.7,4.2,1.6,Iris-versicolor
3463,6.0,3.1,3.8,1.3,Iris-versicolor
3464,6.7,2.6,4.2,1.4,Iris-versicolor
3465,5.4,2.6,4.3,1.3,Iris-versicolor
3466,6.6,3.3,3.9,1.3,Iris-versicolor
3467,6.3,3.2,4.6,1.4,Iris-versicolor
3468,6.3,3.0,3.8,1.4,Iris-versicolor
3469,6.7,2.7,4.3,1.3,Iris-versicolor
3470,4.7,2.8,4.4,1.2,Iris-versicolor
3471,5.3,2.5,4.6,1.7,Iris-versicolor
3472,6.6,2.3,4.7,1.2,Iris-versicolor
3473,5.6,2.6,4.6,1.5,Iris-versicolor
3474,5.9,2.7,4.5,1.4,Iris-versicolor
3475,6.5,2.4,4.3,1.1,Iris-versicolor
3476,5.9,2.7,4.2,1.2,Iris-versicolor
3477,5.2,2.1,4.2,1.2,Iris-versicolor
3478,5.6,3.2,3.9,1.6,Iris-versicolor
3479,6.8,2.2,4.3,1.2,Iris-versicolor
3480,4.4,2.3,4.6,1.7,Iris-versicolor
3481,6.4,2.9,4.2,1.7,Iris-versicolor
3482,7.0,2.6,3.3,0.9,Iris-versicolor
3483,6.6,2.8,4.3,1.0,Iris-versicolor
3484,5.5,2.7,4.4,1.2,Iris-versicolor
3485,5.4,2.5,4.8,1.4,Iris-versicolor
3486,6.3,2.5,2.9,1.2,Iris-versicolor
3487,5.5,2.9,5.8,1.5,Iris-versicolor
3488,7.3,2.9,4.0,1.4,Iris-versicolor
3489,6.9,3.3,4.0,1.4,Iris-versicolor
3490,5.2,3.0,5.0,1.3,Iris-versicolor
3491,5.6,2.9,4.5,1.3,Iris-versicolor
3492,6.0,2.7,4.7,1.5,Iris-versicolor
3493,5.4,2.5,4.1,1.5,Iris-versicolor
3494,6.0,2.6,4.4,1.3,Iris-versicolor
3495,6.4,2.9,4.1,1.4,Iris-versicolor
3496,6.6,2.6,4.4,1.3,Iris-versicolor
3497,6.2,2.6,4.3,1.5,Iris-versicolor
3498,5.5,2.4,3.7,1.1,Iris-versicolor
3499,6.2,2.3,4.1,1.4,Iris-versicolor
3500,6.2,2.6,4.3,1.3,Iris-versicolor
3501,5.8,2.7,5.3,1.5,Iris-versicolor
3502,7.2,2.6,4.2,1.1,Iris-versicolor
3503,5.5,3.4,4.0,1.7,Iris-versicolor
3504,5.3,2.4,4.1,1.3,Iris-versicolor
3505,6.4,2.9,4.1,1.3,Iris-versicolor
3506,5.8,2.5,3.8,1.5,Iris-versicolor
3507,5.0,3.3,4.1,1.2,Iris-versicolor
3508,6.3,3.2,4.8,1.4,Iris-versicolor
3509,6.5,2.2,4.0,1.1,Iris-versicolor
3510,6.6,2.6,4.7,1.4,Iris-versicolor
3511,5.5,2.6,4.9,1.2,Iris-versicolor
3512,6.0,2.5,4.1,1.3,Iris-versicolor
3513,5.5,2.5,4.4,1.2,Iris-versicolor
3514,5.5,2.5,4.2,1.5,Iris-versicolor
3515,6.7,2.5,5.3,1.1,Iris-versicolor
3516,6.5,2.5,3.9,1.2,Iris-versicolor
3517,5.9,3.0,4.6,1.1,Iris-versicolor
3518,5.4,2.5,4.2,1.3,Iris-versicolor
3519,5.4,2.9,5.3,1.2,Iris-versicolor
3520,5.7,2.9,4.0,1.5,Iris-versicolor
3521,5.6,3.3,4.4,1.2,Iris-versicolor
3522,5.6,2.6,4.9,1.1,Iris-versicolor
3523,5.6,2.6,4.3,1.3,Iris-versicolor
3524,5.2,2.6,4.2,1.2,Iris-versicolor
3525,6.3,3.1,4.2,1.4,Iris-versicolor
3526,4.8,2.6,4.7,1.2,Iris-versicolor
3527,5.6,3.5,5.1,1.4,Iris-versicolor
3528,6.5,2.1,3.9,1.2,Iris-versicolor
3529,5.8,2.6,3.1,1.4,Iris-versicolor
3530,6.2,3.3,3.9,1.2,Iris-versicolor
3531,4.6,2.7,4.7,1.2,Iris-versicolor
3532,7.0,2.7,4.3,1.1,Iris-versicolor
3533,6.1,2.1,4.6,1.5,Iris-versicolor
3534,6.6,2.4,4.3,1.4,Iris-versicolor
3535,6.2,2.5,3.1,1.4,Iris-versicolor
3536,5.9,2.6,4.6,1.3,Iris-versicolor
3537,5.3,2.2,3.7,1.8,Iris-versicolor
3538,6.3,2.8,4.2,1.3,Iris-versicolor
3539,6.5,2.6,4.5,1.3,Iris-versicolor
3540,6.9,3.0,4.8,1.2,Iris-versicolor
3541,6.5,2.7,4.3,1.6,Iris-versicolor
3542,5.4,2.8,4.5,1.4,Iris-versicolor
3543,5.7,3.4,3.7,1.6,Iris-versicolor
3544,6.6,3.4,3.5,1.2,Iris-versicolor
3545,6.7,2.2,3.5,1.2,Iris-versicolor
3546,6.0,3.3,4.2,1.2,Iris-versicolor
3547,6.1,2.9,4.5,1.3,Iris-versicolor
3548,4.9,2.5,4.9,1.4,Iris-versicolor
3549,5.8,3.1,3.7,1.3,Iris-versicolor
3550,6.0,2.6,4.3,1.3,Iris-versicolor
3551,5.2,2.8,3.6,1.4,Iris-versicolor
3552,6.6,2.7,3.7,1.3,Iris-versicolor
3553,5.5,3.0,4.2,1.7,Iris-versicolor
3554,6.5,2.7,4.6,1.2,Iris-versicolor
3555,6.0,2.7,4.6,1.6,Iris-versicolor
3556,6.3,3.1,4.7,1.4,Iris-versicolor
3557,5.3,3.3,5.1,1.3,Iris-versicolor
3558,5.7,3.0,4.5,1.3,Iris-versicolor
3559,5.3,2.9,4.5,1.5,Iris-versicolor
3560,6.1,2.7,4.7,1.3,Iris-versicolor
3561,5.7,2.7,3.4,1.3,Iris-versicolor
3562,6.3,2.9,5.0,1.3,Iris-versicolor
3563,6.2,3.0,5.4,1.4,Iris-versicolor
3564,5.4,3.0,5.1,1.3,Iris-versicolor
3565,6.4,3.2,4.7,1.4,Iris-versicolor
3566,5.6,2.7,4.5,1.5,Iris-versicolor
3567,6.1,2.7,4.5,1.5,Iris-versicolor
3568,6.1,2.5,4.2,1.5,Iris-versicolor
3569,5.2,2.1,5.0,1.4,Iris-versicolor
3570,6.2,2.4,4.6,1.4,Iris-versicolor
3571,5.1,3.2,4.3,1.2,Iris-versicolor
3572,5.7,2.1,4.5,1.4,Iris-versicolor
3573,5.8,3.2,3.6,1.2,Iris-versicolor
3574,5.5,2.7,4.3,1.4,Iris-versicolor
3575,5.8,2.5,5.1,1.8,Iris-versicolor
3576,6.0,2.5,5.0,1.0,Iris-versicolor
3577,5.8,2.6,3.7,1.3,Iris-versicolor
3578,5.5,2.8,4.3,1.2,Iris-versicolor
3579,5.7,2.7,4.6,1.3,Iris-versicolor
3580,6.4,3.0,4.5,1.6,Iris-versicolor
3581,5.4,2.6,5.1,1.3,Iris-versicolor
3582,4.5,2.7,4.3,0.8,Iris-versicolor
3583,6.6,2.5,4.4,1.3,Iris-versicolor
3584,5.3,2.4,3.8,1.5,Iris-versicolor
3585,5.9,2.6,3.8,1.6,Iris-versicolor
3586,6.7,3.1,4.5,1.4,Iris-versicolor
3587,5.3,2.7,3.9,1.0,Iris-versicolor
3588,6.5,2.6,4.8,1.5,Iris-versicolor
3589,6.2,3.0,4.0,1.7,Iris-versicolor
3590,6.0,2.9,4.0,1.1,Iris-versicolor
3591,6.2,2.8,3.9,1.0,Iris-versicolor
3592,5.3,3.1,4.0,1.3,Iris-versicolor
3593,6.7,2.4,3.9,1.2,Iris-versicolor
3594,6.8,3.4,4.6,1.5,Iris-versicolor
3595,5.6,3.4,4.4,1.5,Iris-versicolor
3596,5.9,2.7,5.0,1.4,Iris-versicolor
3597,6.7,2.9,3.9,1.2,Iris-versicolor
3598,6.0,2.6,3.7,1.6,Iris-versicolor
3599,5.7,2.8,4.4,1.2,Iris-versicolor
3600,6.7,2.4,4.4,1.4,Iris-versicolor
3601,5.9,2.4,4.7,1.5,Iris-versicolor
3602,5.6,3.0,4.4,1.1,Iris-versicolor
3603,5.5,3.1,4.4,1.2,Iris-versicolor
3604,5.5,2.6,4.1,1.2,Iris-versicolor
3605,5.0,3.1,4.7,1.1,Iris-versicolor
3606,6.0,2.5,4.1,1.3,Iris-versicolor
3607,5.7,3.4,4.1,1.2,Iris-versicolor
3608,5.5,3.1,3.5,1.2,Iris-versicolor
3609,6.7,2.8,4.4,1.7,Iris-versicolor
3610,6.1,2.5,4.1,1.1,Iris-versicolor
3611,6.6,3.0,4.8,1.6,Iris-versicolor
3612,5.7,2.5,4.2,1.2,Iris-versicolor
3613,6.0,3.1,4.2,1.4,Iris-versicolor
3614,5.9,3.0,3.9,0.9,Iris-versicolor
3615,6.2,3.1,4.5,1.2,Iris-versicolor
3616,5.4,2.9,4.3,1.3,Iris-versicolor
3617,6.9,2.5,5.1,1.3,Iris-versicolor
3618,5.0,2.7,4.7,1.3,Iris-versicolor
3619,5.2,2.7,3.9,1.4,Iris-versicolor
3620,6.3,2.4,3.9,1.5,Iris-versicolor
3621,5.5,2.4,3.7,1.4,Iris-versicolor
3622,6.1,2.6,4.3,1.6,Iris-versicolor
3623,5.4,2.2,4.5,1.3,Iris-versicolor
3624,5.6,3.0,4.7,0.9,Iris-versicolor
3625,5.6,3.5,4.5,1.5,Iris-versicolor
3626,6.5,2.8,4.6,1.5,Iris-versicolor
3627,6.2,2.7,4.3,1.2,Iris-versicolor
3628,5.9,2.4,3.9,1.3,Iris-versicolor
